system:index,count,label,.geo
-27045+8843,15,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.4926506007447,39.70553555808285],[-121.4836674479035,39.70553555808285],[-121.4836674479035,39.71002713450345],[-121.4926506007447,39.71002713450345],[-121.4926506007447,39.70553555808285]]],[[[-121.4746842950623,39.692060828821056],[-121.4701927186417,39.692060828821056],[-121.4701927186417,39.696552405241654],[-121.4746842950623,39.696552405241654],[-121.4746842950623,39.692060828821056]]],[[[-121.48815902432409,39.71451871092405],[-121.4836674479035,39.71451871092405],[-121.4836674479035,39.719010287344645],[-121.48815902432409,39.719010287344645],[-121.48815902432409,39.71451871092405]]],[[[-121.4836674479035,39.71002713450345],[-121.4791758714829,39.71002713450345],[-121.4791758714829,39.71451871092405],[-121.4836674479035,39.71451871092405],[-121.4836674479035,39.71002713450345]]],[[[-121.4836674479035,39.719010287344645],[-121.4791758714829,39.719010287344645],[-121.4791758714829,39.71451871092405],[-121.4657011422211,39.71451871092405],[-121.4657011422211,39.719010287344645],[-121.4701927186417,39.719010287344645],[-121.4701927186417,39.72350186376524],[-121.4836674479035,39.72350186376524],[-121.4836674479035,39.719010287344645]]],[[[-121.4746842950623,39.696552405241654],[-121.4746842950623,39.70553555808285],[-121.4701927186417,39.70553555808285],[-121.4701927186417,39.71002713450345],[-121.4791758714829,39.71002713450345],[-121.4791758714829,39.696552405241654],[-121.4746842950623,39.696552405241654]]]]}"
-27045+8850,1,335,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4746842950623,39.750451322288825],[-121.4701927186417,39.750451322288825],[-121.4701927186417,39.75494289870942],[-121.4746842950623,39.75494289870942],[-121.4746842950623,39.750451322288825]]]}"
-27045+8854,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4746842950623,39.76841762797122],[-121.4701927186417,39.76841762797122],[-121.4701927186417,39.772909204391816],[-121.4746842950623,39.772909204391816],[-121.4746842950623,39.76841762797122]]]}"
-27046+8824,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4791758714829,39.63367033535329],[-121.4746842950623,39.63367033535329],[-121.4746842950623,39.638161911773885],[-121.4791758714829,39.638161911773885],[-121.4791758714829,39.63367033535329]]]}"
-27046+8825,1,318,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4791758714829,39.638161911773885],[-121.4746842950623,39.638161911773885],[-121.4746842950623,39.64265348819448],[-121.4791758714829,39.64265348819448],[-121.4791758714829,39.638161911773885]]]}"
-27046+8828,6,320,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.4926506007447,39.638161911773885],[-121.48815902432409,39.638161911773885],[-121.48815902432409,39.64265348819448],[-121.4926506007447,39.64265348819448],[-121.4926506007447,39.638161911773885]]],[[[-121.4791758714829,39.64714506461508],[-121.4701927186417,39.64714506461508],[-121.4701927186417,39.65163664103568],[-121.4746842950623,39.65163664103568],[-121.4746842950623,39.65612821745628],[-121.4791758714829,39.65612821745628],[-121.4791758714829,39.64714506461508]]],[[[-121.48815902432409,39.64265348819448],[-121.4791758714829,39.64265348819448],[-121.4791758714829,39.64714506461508],[-121.48815902432409,39.64714506461508],[-121.48815902432409,39.64265348819448]]]]}"
-27046+8835,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4791758714829,39.68307767597987],[-121.4746842950623,39.68307767597987],[-121.4746842950623,39.687569252400465],[-121.4791758714829,39.687569252400465],[-121.4791758714829,39.68307767597987]]]}"
-27046+8847,2,312,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.4746842950623,39.73248501660644],[-121.4701927186417,39.73248501660644],[-121.4701927186417,39.73697659302704],[-121.4746842950623,39.73697659302704],[-121.4746842950623,39.73248501660644]]],[[[-121.4791758714829,39.73697659302704],[-121.4746842950623,39.73697659302704],[-121.4746842950623,39.741468169447636],[-121.4791758714829,39.741468169447636],[-121.4791758714829,39.73697659302704]]]]}"
-27046+8859,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4836674479035,39.79087551007421],[-121.4746842950623,39.79087551007421],[-121.4746842950623,39.79536708649481],[-121.4836674479035,39.79536708649481],[-121.4836674479035,39.79087551007421]]]}"
-27047+8824,2,322,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.48815902432409,39.63367033535329],[-121.4791758714829,39.63367033535329],[-121.4791758714829,39.638161911773885],[-121.48815902432409,39.638161911773885],[-121.48815902432409,39.63367033535329]]]}"
-27047+8828,1,321,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4836674479035,39.65163664103568],[-121.4791758714829,39.65163664103568],[-121.4791758714829,39.65612821745628],[-121.4836674479035,39.65612821745628],[-121.4836674479035,39.65163664103568]]]}"
-27047+8830,3,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4836674479035,39.665111370297474],[-121.4836674479035,39.660619793876876],[-121.48815902432409,39.660619793876876],[-121.48815902432409,39.65612821745628],[-121.4791758714829,39.65612821745628],[-121.4791758714829,39.665111370297474],[-121.4836674479035,39.665111370297474]]]}"
-27047+8842,16,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.50612533000648,39.696552405241654],[-121.50163375358589,39.696552405241654],[-121.50163375358589,39.70104398166225],[-121.50612533000648,39.70104398166225],[-121.50612533000648,39.696552405241654]]],[[[-121.4791758714829,39.71002713450345],[-121.4836674479035,39.71002713450345],[-121.4836674479035,39.696552405241654],[-121.48815902432409,39.696552405241654],[-121.48815902432409,39.70104398166225],[-121.4926506007447,39.70104398166225],[-121.4926506007447,39.696552405241654],[-121.50163375358589,39.696552405241654],[-121.50163375358589,39.692060828821056],[-121.48815902432409,39.692060828821056],[-121.48815902432409,39.687569252400465],[-121.4836674479035,39.687569252400465],[-121.4836674479035,39.692060828821056],[-121.4746842950623,39.692060828821056],[-121.4746842950623,39.696552405241654],[-121.4791758714829,39.696552405241654],[-121.4791758714829,39.71002713450345]]],[[[-121.4926506007447,39.71002713450345],[-121.4836674479035,39.71002713450345],[-121.4836674479035,39.71451871092405],[-121.4926506007447,39.71451871092405],[-121.4926506007447,39.71002713450345]]],[[[-121.4836674479035,39.71451871092405],[-121.4791758714829,39.71451871092405],[-121.4791758714829,39.719010287344645],[-121.4836674479035,39.719010287344645],[-121.4836674479035,39.71451871092405]]],[[[-121.4791758714829,39.71002713450345],[-121.4746842950623,39.71002713450345],[-121.4746842950623,39.71451871092405],[-121.4791758714829,39.71451871092405],[-121.4791758714829,39.71002713450345]]]]}"
-27047+8850,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.48815902432409,39.750451322288825],[-121.4791758714829,39.750451322288825],[-121.4791758714829,39.75494289870942],[-121.48815902432409,39.75494289870942],[-121.48815902432409,39.750451322288825]]]}"
-27047+8856,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.48815902432409,39.777400780812414],[-121.4791758714829,39.777400780812414],[-121.4791758714829,39.78189235723301],[-121.48815902432409,39.78189235723301],[-121.48815902432409,39.777400780812414]]]}"
-27047+8868,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4836674479035,39.831299697859585],[-121.4791758714829,39.831299697859585],[-121.4791758714829,39.83579127428018],[-121.4836674479035,39.83579127428018],[-121.4836674479035,39.831299697859585]]]}"
-27048+8828,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4926506007447,39.65163664103568],[-121.4836674479035,39.65163664103568],[-121.4836674479035,39.65612821745628],[-121.4926506007447,39.65612821745628],[-121.4926506007447,39.65163664103568]]]}"
-27048+8830,2,336,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4926506007447,39.660619793876876],[-121.4836674479035,39.660619793876876],[-121.4836674479035,39.665111370297474],[-121.4926506007447,39.665111370297474],[-121.4926506007447,39.660619793876876]]]}"
-27048+8838,1,321,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.48815902432409,39.696552405241654],[-121.4836674479035,39.696552405241654],[-121.4836674479035,39.70104398166225],[-121.48815902432409,39.70104398166225],[-121.48815902432409,39.696552405241654]]]}"
-27049+8829,1,333,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4926506007447,39.65612821745628],[-121.48815902432409,39.65612821745628],[-121.48815902432409,39.660619793876876],[-121.4926506007447,39.660619793876876],[-121.4926506007447,39.65612821745628]]]}"
-27049+8870,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.4926506007447,39.84028285070078],[-121.48815902432409,39.84028285070078],[-121.48815902432409,39.84477442712138],[-121.4926506007447,39.84477442712138],[-121.4926506007447,39.84028285070078]]]}"
-27049+8871,3,316,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.48815902432409,39.84028285070078],[-121.4836674479035,39.84028285070078],[-121.4836674479035,39.84477442712138],[-121.48815902432409,39.84477442712138],[-121.48815902432409,39.84028285070078]]],[[[-121.49714217716529,39.84477442712138],[-121.48815902432409,39.84477442712138],[-121.48815902432409,39.84926600354198],[-121.49714217716529,39.84926600354198],[-121.49714217716529,39.84477442712138]]]]}"
-27050+8825,2,322,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50163375358589,39.638161911773885],[-121.4926506007447,39.638161911773885],[-121.4926506007447,39.64265348819448],[-121.50163375358589,39.64265348819448],[-121.50163375358589,39.638161911773885]]]}"
-27050+8826,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.49714217716529,39.64265348819448],[-121.4926506007447,39.64265348819448],[-121.4926506007447,39.64714506461508],[-121.49714217716529,39.64714506461508],[-121.49714217716529,39.64265348819448]]]}"
-27050+8827,1,332,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.49714217716529,39.64714506461508],[-121.4926506007447,39.64714506461508],[-121.4926506007447,39.65163664103568],[-121.49714217716529,39.65163664103568],[-121.49714217716529,39.64714506461508]]]}"
-27050+8828,9,317,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.49714217716529,39.65163664103568],[-121.4926506007447,39.65163664103568],[-121.4926506007447,39.65612821745628],[-121.49714217716529,39.65612821745628],[-121.49714217716529,39.65163664103568]]],[[[-121.48815902432409,39.64265348819448],[-121.48815902432409,39.64714506461508],[-121.4791758714829,39.64714506461508],[-121.4791758714829,39.65163664103568],[-121.4926506007447,39.65163664103568],[-121.4926506007447,39.64265348819448],[-121.48815902432409,39.64265348819448]]],[[[-121.48815902432409,39.638161911773885],[-121.4791758714829,39.638161911773885],[-121.4791758714829,39.64265348819448],[-121.48815902432409,39.64265348819448],[-121.48815902432409,39.638161911773885]]],[[[-121.4791758714829,39.64265348819448],[-121.4701927186417,39.64265348819448],[-121.4701927186417,39.64714506461508],[-121.4791758714829,39.64714506461508],[-121.4791758714829,39.64265348819448]]]]}"
-27050+8830,1,335,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.49714217716529,39.660619793876876],[-121.4926506007447,39.660619793876876],[-121.4926506007447,39.665111370297474],[-121.49714217716529,39.665111370297474],[-121.49714217716529,39.660619793876876]]]}"
-27050+8838,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50163375358589,39.696552405241654],[-121.4926506007447,39.696552405241654],[-121.4926506007447,39.70104398166225],[-121.50163375358589,39.70104398166225],[-121.50163375358589,39.696552405241654]]]}"
-27050+8864,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50163375358589,39.81333339217719],[-121.4926506007447,39.81333339217719],[-121.4926506007447,39.81782496859779],[-121.50163375358589,39.81782496859779],[-121.50163375358589,39.81333339217719]]]}"
-27051+8826,1,327,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50163375358589,39.64265348819448],[-121.49714217716529,39.64265348819448],[-121.49714217716529,39.64714506461508],[-121.50163375358589,39.64714506461508],[-121.50163375358589,39.64265348819448]]]}"
-27051+8839,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50612533000648,39.70104398166225],[-121.49714217716529,39.70104398166225],[-121.49714217716529,39.70553555808285],[-121.50612533000648,39.70553555808285],[-121.50612533000648,39.70104398166225]]]}"
-27051+8844,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50163375358589,39.72350186376524],[-121.49714217716529,39.72350186376524],[-121.49714217716529,39.72799344018584],[-121.50163375358589,39.72799344018584],[-121.50163375358589,39.72350186376524]]]}"
-27051+8871,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.50163375358589,39.84477442712138],[-121.49714217716529,39.84477442712138],[-121.49714217716529,39.84926600354198],[-121.50163375358589,39.84926600354198],[-121.50163375358589,39.84477442712138]]]}"
-27052+8844,2,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51061690642707,39.72350186376524],[-121.50163375358589,39.72350186376524],[-121.50163375358589,39.72799344018584],[-121.51061690642707,39.72799344018584],[-121.51061690642707,39.72350186376524]]]}"
-27052+8864,224,312,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.57799055273604,39.72350186376524],[-121.56900739989484,39.72350186376524],[-121.56900739989484,39.72799344018584],[-121.57799055273604,39.72799344018584],[-121.57799055273604,39.72350186376524]]],[[[-121.51061690642707,39.81333339217719],[-121.50163375358589,39.81333339217719],[-121.50163375358589,39.81782496859779],[-121.51061690642707,39.81782496859779],[-121.51061690642707,39.81333339217719]]],[[[-121.62739789336261,39.71451871092405],[-121.62739789336261,39.719010287344645],[-121.63188946978322,39.719010287344645],[-121.63188946978322,39.72350186376524],[-121.645364199045,39.72350186376524],[-121.645364199045,39.719010287344645],[-121.64087262262441,39.719010287344645],[-121.64087262262441,39.71451871092405],[-121.62739789336261,39.71451871092405]]],[[[-121.59146528199784,39.72350186376524],[-121.59595685841843,39.72350186376524],[-121.59595685841843,39.72799344018584],[-121.59146528199784,39.72799344018584],[-121.59146528199784,39.73248501660644],[-121.58248212915665,39.73248501660644],[-121.58248212915665,39.72799344018584],[-121.57799055273604,39.72799344018584],[-121.57799055273604,39.73248501660644],[-121.57349897631545,39.73248501660644],[-121.57349897631545,39.73697659302704],[-121.58248212915665,39.73697659302704],[-121.58248212915665,39.741468169447636],[-121.54654951779186,39.741468169447636],[-121.54654951779186,39.745959745868234],[-121.55553267063306,39.745959745868234],[-121.55553267063306,39.750451322288825],[-121.55104109421247,39.750451322288825],[-121.55104109421247,39.75494289870942],[-121.56002424705366,39.75494289870942],[-121.56002424705366,39.75943447513002],[-121.54654951779186,39.75943447513002],[-121.54654951779186,39.76841762797122],[-121.52858321210947,39.76841762797122],[-121.52858321210947,39.772909204391816],[-121.54654951779186,39.772909204391816],[-121.54654951779186,39.78189235723301],[-121.52858321210947,39.78189235723301],[-121.52858321210947,39.777400780812414],[-121.52409163568888,39.777400780812414],[-121.52409163568888,39.76841762797122],[-121.51061690642707,39.76841762797122],[-121.51061690642707,39.772909204391816],[-121.4926506007447,39.772909204391816],[-121.4926506007447,39.777400780812414],[-121.50163375358589,39.777400780812414],[-121.50163375358589,39.78189235723301],[-121.48815902432409,39.78189235723301],[-121.48815902432409,39.78638393365361],[-121.49714217716529,39.78638393365361],[-121.49714217716529,39.79087551007421],[-121.4926506007447,39.79087551007421],[-121.4926506007447,39.79536708649481],[-121.50163375358589,39.79536708649481],[-121.50163375358589,39.799858662915405],[-121.48815902432409,39.799858662915405],[-121.48815902432409,39.804350239336],[-121.4926506007447,39.804350239336],[-121.4926506007447,39.81333339217719],[-121.50163375358589,39.81333339217719],[-121.50163375358589,39.808841815756594],[-121.52858321210947,39.808841815756594],[-121.52858321210947,39.804350239336],[-121.51960005926827,39.804350239336],[-121.51960005926827,39.799858662915405],[-121.56900739989484,39.799858662915405],[-121.56900739989484,39.79536708649481],[-121.56451582347425,39.79536708649481],[-121.56451582347425,39.79087551007421],[-121.57349897631545,39.79087551007421],[-121.57349897631545,39.78189235723301],[-121.56451582347425,39.78189235723301],[-121.56451582347425,39.777400780812414],[-121.56002424705366,39.777400780812414],[-121.56002424705366,39.76841762797122],[-121.57349897631545,39.76841762797122],[-121.57349897631545,39.76392605155062],[-121.56900739989484,39.76392605155062],[-121.56900739989484,39.75943447513002],[-121.58248212915665,39.75943447513002],[-121.58248212915665,39.75494289870942],[-121.57349897631545,39.75494289870942],[-121.57349897631545,39.750451322288825],[-121.60943158768023,39.750451322288825],[-121.60943158768023,39.745959745868234],[-121.60044843483904,39.745959745868234],[-121.60044843483904,39.741468169447636],[-121.61392316410083,39.741468169447636],[-121.61392316410083,39.73697659302704],[-121.60494001125963,39.73697659302704],[-121.60494001125963,39.73248501660644],[-121.60943158768023,39.73248501660644],[-121.60943158768023,39.72799344018584],[-121.60044843483904,39.72799344018584],[-121.60044843483904,39.72350186376524],[-121.62739789336261,39.72350186376524],[-121.62739789336261,39.719010287344645],[-121.62290631694202,39.719010287344645],[-121.62290631694202,39.71451871092405],[-121.62739789336261,39.71451871092405],[-121.62739789336261,39.71002713450345],[-121.62290631694202,39.71002713450345],[-121.62290631694202,39.70553555808285],[-121.63188946978322,39.70553555808285],[-121.63188946978322,39.70104398166225],[-121.60494001125963,39.70104398166225],[-121.60494001125963,39.70553555808285],[-121.61392316410083,39.70553555808285],[-121.61392316410083,39.71002713450345],[-121.59146528199784,39.71002713450345],[-121.59146528199784,39.70553555808285],[-121.58697370557724,39.70553555808285],[-121.58697370557724,39.71002713450345],[-121.57799055273604,39.71002713450345],[-121.57799055273604,39.719010287344645],[-121.59146528199784,39.719010287344645],[-121.59146528199784,39.72350186376524]],[[-121.60044843483904,39.71451871092405],[-121.59595685841843,39.71451871092405],[-121.59595685841843,39.719010287344645],[-121.60044843483904,39.719010287344645],[-121.60044843483904,39.71451871092405]],[[-121.52409163568888,39.78638393365361],[-121.51510848284768,39.78638393365361],[-121.51510848284768,39.79087551007421],[-121.52409163568888,39.79087551007421],[-121.52409163568888,39.78638393365361]],[[-121.51960005926827,39.772909204391816],[-121.51510848284768,39.772909204391816],[-121.51510848284768,39.777400780812414],[-121.51960005926827,39.777400780812414],[-121.51960005926827,39.772909204391816]]],[[[-121.59146528199784,39.72350186376524],[-121.58697370557724,39.72350186376524],[-121.58697370557724,39.72799344018584],[-121.59146528199784,39.72799344018584],[-121.59146528199784,39.72350186376524]]]]}"
-27053+8840,24,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.48815902432409,39.68307767597987],[-121.4791758714829,39.68307767597987],[-121.4791758714829,39.687569252400465],[-121.48815902432409,39.687569252400465],[-121.48815902432409,39.68307767597987]]],[[[-121.48815902432409,39.687569252400465],[-121.48815902432409,39.692060828821056],[-121.50163375358589,39.692060828821056],[-121.50163375358589,39.696552405241654],[-121.50612533000648,39.696552405241654],[-121.50612533000648,39.71002713450345],[-121.51061690642707,39.71002713450345],[-121.51061690642707,39.70553555808285],[-121.51510848284768,39.70553555808285],[-121.51510848284768,39.71002713450345],[-121.52409163568888,39.71002713450345],[-121.52409163568888,39.70104398166225],[-121.51960005926827,39.70104398166225],[-121.51960005926827,39.692060828821056],[-121.51510848284768,39.692060828821056],[-121.51510848284768,39.68307767597987],[-121.50612533000648,39.68307767597987],[-121.50612533000648,39.687569252400465],[-121.48815902432409,39.687569252400465]]]]}"
-27053+8843,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51061690642707,39.719010287344645],[-121.50612533000648,39.719010287344645],[-121.50612533000648,39.72350186376524],[-121.51061690642707,39.72350186376524],[-121.51061690642707,39.719010287344645]]]}"
-27053+8845,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51061690642707,39.72799344018584],[-121.50612533000648,39.72799344018584],[-121.50612533000648,39.73248501660644],[-121.51061690642707,39.73248501660644],[-121.51061690642707,39.72799344018584]]]}"
-27054+8827,1,321,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51510848284768,39.64714506461508],[-121.51061690642707,39.64714506461508],[-121.51061690642707,39.65163664103568],[-121.51510848284768,39.65163664103568],[-121.51510848284768,39.64714506461508]]]}"
-27054+8828,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51960005926827,39.65163664103568],[-121.51061690642707,39.65163664103568],[-121.51061690642707,39.65612821745628],[-121.51960005926827,39.65612821745628],[-121.51960005926827,39.65163664103568]]]}"
-27054+8834,7,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52858321210947,39.68307767597987],[-121.52858321210947,39.67858609955927],[-121.52409163568888,39.67858609955927],[-121.52409163568888,39.67409452313867],[-121.51061690642707,39.67409452313867],[-121.51061690642707,39.68307767597987],[-121.52858321210947,39.68307767597987]]]}"
-27054+8840,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51510848284768,39.70553555808285],[-121.51061690642707,39.70553555808285],[-121.51061690642707,39.71002713450345],[-121.51510848284768,39.71002713450345],[-121.51510848284768,39.70553555808285]]]}"
-27054+8846,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51510848284768,39.73248501660644],[-121.51061690642707,39.73248501660644],[-121.51061690642707,39.73697659302704],[-121.51510848284768,39.73697659302704],[-121.51510848284768,39.73248501660644]]]}"
-27054+8873,24,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.52409163568888,39.84477442712138],[-121.51510848284768,39.84477442712138],[-121.51510848284768,39.84028285070078],[-121.50163375358589,39.84028285070078],[-121.50163375358589,39.84477442712138],[-121.51061690642707,39.84477442712138],[-121.51061690642707,39.84926600354198],[-121.51510848284768,39.84926600354198],[-121.51510848284768,39.853757579962576],[-121.51061690642707,39.853757579962576],[-121.51061690642707,39.858249156383174],[-121.52409163568888,39.858249156383174],[-121.52409163568888,39.853757579962576],[-121.52858321210947,39.853757579962576],[-121.52858321210947,39.84926600354198],[-121.52409163568888,39.84926600354198],[-121.52409163568888,39.84477442712138]]],[[[-121.52409163568888,39.84477442712138],[-121.53307478853007,39.84477442712138],[-121.53307478853007,39.84926600354198],[-121.54205794137127,39.84926600354198],[-121.54205794137127,39.853757579962576],[-121.55104109421247,39.853757579962576],[-121.55104109421247,39.84926600354198],[-121.55553267063306,39.84926600354198],[-121.55553267063306,39.84477442712138],[-121.54654951779186,39.84477442712138],[-121.54654951779186,39.84028285070078],[-121.52409163568888,39.84028285070078],[-121.52409163568888,39.84477442712138]]]]}"
-27055+8848,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51960005926827,39.741468169447636],[-121.51510848284768,39.741468169447636],[-121.51510848284768,39.745959745868234],[-121.51960005926827,39.745959745868234],[-121.51960005926827,39.741468169447636]]]}"
-27055+8855,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51960005926827,39.772909204391816],[-121.51510848284768,39.772909204391816],[-121.51510848284768,39.777400780812414],[-121.51960005926827,39.777400780812414],[-121.51960005926827,39.772909204391816]]]}"
-27055+8858,2,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52409163568888,39.78638393365361],[-121.51510848284768,39.78638393365361],[-121.51510848284768,39.79087551007421],[-121.52409163568888,39.79087551007421],[-121.52409163568888,39.78638393365361]]]}"
-27055+8874,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52409163568888,39.858249156383174],[-121.51510848284768,39.858249156383174],[-121.51510848284768,39.862740732803765],[-121.52409163568888,39.862740732803765],[-121.52409163568888,39.858249156383174]]]}"
-27055+8875,3,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52858321210947,39.862740732803765],[-121.51510848284768,39.862740732803765],[-121.51510848284768,39.86723230922436],[-121.52858321210947,39.86723230922436],[-121.52858321210947,39.862740732803765]]]}"
-27056+8828,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52409163568888,39.65163664103568],[-121.51960005926827,39.65163664103568],[-121.51960005926827,39.65612821745628],[-121.52409163568888,39.65612821745628],[-121.52409163568888,39.65163664103568]]]}"
-27056+8841,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52409163568888,39.71002713450345],[-121.51960005926827,39.71002713450345],[-121.51960005926827,39.71451871092405],[-121.52409163568888,39.71451871092405],[-121.52409163568888,39.71002713450345]]]}"
-27056+8866,6,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.53307478853007,39.82231654501839],[-121.51960005926827,39.82231654501839],[-121.51960005926827,39.82680812143899],[-121.53307478853007,39.82680812143899],[-121.53307478853007,39.82231654501839]]],[[[-121.54654951779186,39.81782496859779],[-121.53307478853007,39.81782496859779],[-121.53307478853007,39.82231654501839],[-121.54654951779186,39.82231654501839],[-121.54654951779186,39.81782496859779]]]]}"
-27057+8827,2,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.64714506461508],[-121.52409163568888,39.64714506461508],[-121.52409163568888,39.65163664103568],[-121.53307478853007,39.65163664103568],[-121.53307478853007,39.64714506461508]]]}"
-27057+8828,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52858321210947,39.65163664103568],[-121.52409163568888,39.65163664103568],[-121.52409163568888,39.65612821745628],[-121.52858321210947,39.65612821745628],[-121.52858321210947,39.65163664103568]]]}"
-27057+8840,2,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.70553555808285],[-121.52409163568888,39.70553555808285],[-121.52409163568888,39.71002713450345],[-121.53307478853007,39.71002713450345],[-121.53307478853007,39.70553555808285]]]}"
-27057+8845,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52858321210947,39.72350186376524],[-121.52409163568888,39.72350186376524],[-121.52409163568888,39.73248501660644],[-121.52858321210947,39.73248501660644],[-121.52858321210947,39.72350186376524]]]}"
-27057+8852,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.52858321210947,39.75943447513002],[-121.52409163568888,39.75943447513002],[-121.52409163568888,39.76392605155062],[-121.52858321210947,39.76392605155062],[-121.52858321210947,39.75943447513002]]]}"
-27057+8876,2,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.86723230922436],[-121.52409163568888,39.86723230922436],[-121.52409163568888,39.87172388564496],[-121.53307478853007,39.87172388564496],[-121.53307478853007,39.86723230922436]]]}"
-27058+8828,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.65163664103568],[-121.52858321210947,39.65163664103568],[-121.52858321210947,39.65612821745628],[-121.53307478853007,39.65612821745628],[-121.53307478853007,39.65163664103568]]]}"
-27058+8837,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.692060828821056],[-121.52858321210947,39.692060828821056],[-121.52858321210947,39.696552405241654],[-121.53307478853007,39.696552405241654],[-121.53307478853007,39.692060828821056]]]}"
-27058+8845,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.72799344018584],[-121.52858321210947,39.72799344018584],[-121.52858321210947,39.73248501660644],[-121.53307478853007,39.73248501660644],[-121.53307478853007,39.72799344018584]]]}"
-27058+8856,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.777400780812414],[-121.52858321210947,39.777400780812414],[-121.52858321210947,39.78189235723301],[-121.53307478853007,39.78189235723301],[-121.53307478853007,39.777400780812414]]]}"
